word,n_morphemes,class,note
question,1,monomorph,simplex
answer,1,monomorph,simplex
mistake,2,opaque_multi,dup
error,1,monomorph,simplex
fault,1,monomorph,simplex
crime,1,monomorph,simplex
punishment,2,transparent_multi,derived
prison,1,monomorph,simplex
police,1,monomorph,simplex
army,1,monomorph,simplex
navy,1,monomorph,simplex
weapon,1,monomorph,simplex
gun,1,monomorph,simplex
sword,1,monomorph,simplex
shield,1,monomorph,simplex
armor,1,monomorph,simplex
battle,1,monomorph,simplex
victory,1,monomorph,simplex
defeat,1,monomorph,simplex
treaty,1,monomorph,simplex
border,1,monomorph,simplex
country,1,monomorph,simplex
nation,2,transparent_multi,dup
state,1,monomorph,simplex
province,1,monomorph,simplex
capital,1,monomorph,simplex
government,2,transparent_multi,dup
parliament,1,monomorph,simplex
election,1,monomorph,simplex
vote,1,monomorph,simplex
tax,1,monomorph,simplex
budget,1,monomorph,simplex
debt,1,monomorph,simplex
bank,1,monomorph,simplex
coin,1,monomorph,simplex
bill,1,monomorph,simplex
price,1,monomorph,simplex
cost,1,monomorph,simplex
profit,1,monomorph,simplex
loss,1,monomorph,simplex
trade,1,monomorph,simplex
business,1,monomorph,simplex
company,1,monomorph,simplex
factory,1,monomorph,simplex
product,1,monomorph,simplex
service,1,monomorph,simplex
customer,1,monomorph,simplex
client,1,monomorph,simplex
contract,1,monomorph,simplex
deal,1,monomorph,simplex
risk,1,monomorph,simplex
chance,1,monomorph,simplex
luck,1,monomorph,simplex
fate,1,monomorph,simplex
future,1,monomorph,simplex
past,1,monomorph,simplex
present,1,monomorph,simplex
history,1,monomorph,simplex
century,1,monomorph,simplex
decade,1,monomorph,simplex
moment,1,monomorph,simplex
instant,1,monomorph,simplex
period,1,monomorph,simplex
season,1,monomorph,simplex
spring,1,monomorph,simplex
autumn,1,monomorph,simplex
fall,1,monomorph,simplex
age,1,monomorph,simplex
youth,1,monomorph,simplex
adult,1,monomorph,simplex
elder,1,monomorph,simplex
generation,1,monomorph,simplex
ancestor,1,monomorph,simplex
descendant,1,monomorph,simplex
heir,1,monomorph,simplex
will,1,monomorph,simplex
estate,1,monomorph,simplex
property,1,monomorph,simplex
land,1,monomorph,simplex
farm,1,monomorph,dup
crop,1,monomorph,simplex
harvest,1,monomorph,simplex
grain,1,monomorph,simplex
wheat,1,monomorph,simplex
corn,1,monomorph,simplex
oat,1,monomorph,simplex
barley,1,monomorph,simplex
hay,1,monomorph,simplex
straw,1,monomorph,simplex
barn,1,monomorph,simplex
fence,1,monomorph,simplex
gate,1,monomorph,simplex
path,1,monomorph,simplex
trail,1,monomorph,simplex
street,1,monomorph,simplex
avenue,1,monomorph,simplex
alley,1,monomorph,simplex
square,1,monomorph,simplex
plaza,1,monomorph,simplex
corner,1,monomorph,simplex
block,1,monomorph,simplex
building,1,monomorph,simplex
tower,1,monomorph,simplex
castle,1,monomorph,simplex
palace,1,monomorph,simplex
temple,1,monomorph,simplex
mosque,1,monomorph,simplex
synagogue,1,monomorph,simplex
cathedral,1,monomorph,simplex
chapel,1,monomorph,simplex
cemetery,1,monomorph,simplex
grave,1,monomorph,simplex
tomb,1,monomorph,simplex
coffin,1,monomorph,simplex
funeral,1,monomorph,simplex
wedding,1,monomorph,simplex
party,1,monomorph,simplex
festival,1,monomorph,simplex
ceremony,1,monomorph,simplex
ritual,1,monomorph,simplex
tradition,1,monomorph,simplex
belief,1,monomorph,simplex
faith,1,monomorph,simplex
religion,1,monomorph,simplex
spirit,1,monomorph,simplex
ghost,1,monomorph,simplex
angel,1,monomorph,simplex
demon,1,monomorph,simplex
devil,1,monomorph,simplex
heaven,1,monomorph,simplex
hell,1,monomorph,simplex
paradise,1,monomorph,simplex
miracle,1,monomorph,simplex
magic,1,monomorph,simplex
spell,1,monomorph,simplex
curse,1,monomorph,simplex
blessing,1,monomorph,simplex
prayer,1,monomorph,simplex
sermon,1,monomorph,simplex
hymn,1,monomorph,simplex
psalm,1,monomorph,simplex
bible,1,monomorph,simplex
gospel,1,monomorph,simplex
saint,1,monomorph,simplex
prophet,1,monomorph,simplex
messiah,1,monomorph,simplex
idol,1,monomorph,simplex
altar,1,monomorph,simplex
shrine,1,monomorph,simplex
relic,1,monomorph,simplex
sacrifice,1,monomorph,simplex
offering,1,monomorph,simplex
tithe,1,monomorph,simplex
vow,1,monomorph,simplex
oath,1,monomorph,simplex
promise,1,monomorph,simplex
pledge,1,monomorph,simplex
duty,1,monomorph,simplex
right,1,monomorph,simplex
freedom,1,monomorph,simplex
justice,1,monomorph,simplex
honor,1,monomorph,simplex
shame,1,monomorph,simplex
pride,1,monomorph,simplex
guilt,1,monomorph,simplex
anger,1,monomorph,simplex
rage,1,monomorph,simplex
hate,1,monomorph,simplex
envy,1,monomorph,simplex
greed,1,monomorph,simplex
lust,1,monomorph,simplex
desire,1,monomorph,simplex
wish,1,monomorph,simplex
need,1,monomorph,simplex
want,1,monomorph,simplex
hunger,1,monomorph,simplex
thirst,1,monomorph,simplex
appetite,1,monomorph,simplex
taste,1,monomorph,simplex
smell,1,monomorph,simplex
touch,1,monomorph,simplex
sight,1,monomorph,simplex
hearing,1,monomorph,simplex
voice,1,monomorph,simplex
speech,1,monomorph,simplex
talk,1,monomorph,simplex
whisper,1,monomorph,simplex
scream,1,monomorph,simplex
laugh,1,monomorph,simplex
smile,1,monomorph,simplex
tear,1,monomorph,simplex
cry,1,monomorph,simplex
sigh,1,monomorph,simplex
breath,1,monomorph,simplex
cough,1,monomorph,simplex
sneeze,1,monomorph,simplex
yawn,1,monomorph,simplex
hiccup,1,monomorph,simplex
sweat,1,monomorph,simplex
fever,1,monomorph,simplex
cough,1,monomorph,dup
cold,1,monomorph,dup
flu,1,monomorph,simplex
plague,1,monomorph,simplex
cancer,1,monomorph,simplex
stroke,1,monomorph,simplex
wound,1,monomorph,simplex
scar,1,monomorph,simplex
bruise,1,monomorph,simplex
cut,1,monomorph,simplex
burn,1,monomorph,simplex
itch,1,monomorph,simplex
rash,1,monomorph,simplex
blister,1,monomorph,simplex
ulcer,1,monomorph,simplex
tumor,1,monomorph,simplex
cyst,1,monomorph,simplex
infection,1,monomorph,simplex
inflammation,1,monomorph,simplex
allergy,1,monomorph,simplex
asthma,1,monomorph,simplex
diabetes,1,monomorph,simplex
anemia,1,monomorph,simplex
malaria,1,monomorph,simplex
cholera,1,monomorph,simplex
smallpox,2,transparent_multi,transparent-ish
chickenpox,2,transparent_multi,opaque-ish
measles,1,monomorph,simplex
mumps,1,monomorph,simplex
polio,1,monomorph,simplex
vaccine,1,monomorph,simplex
medicine,1,monomorph,simplex
drug,1,monomorph,simplex
pill,1,monomorph,simplex
dose,1,monomorph,simplex
syringe,1,monomorph,simplex
bandage,1,monomorph,simplex
splint,1,monomorph,simplex
crutch,1,monomorph,simplex
wheelchair,2,transparent_multi,transparent
stethoscope,2,transparent_multi,dup
scalpel,1,monomorph,simplex
suture,1,monomorph,simplex
anesthesia,1,monomorph,simplex
surgery,1,monomorph,simplex
therapy,1,monomorph,simplex
clinic,1,monomorph,simplex
ward,1,monomorph,simplex
pharmacy,1,monomorph,simplex
lab,1,monomorph,simplex
sample,1,monomorph,simplex
test,1,monomorph,simplex
scan,1,monomorph,simplex
xray,1,monomorph,simplex
ultrasound,2,transparent_multi,dup
diagnosis,1,monomorph,simplex
prognosis,1,monomorph,simplex
symptom,1,monomorph,simplex
syndrome,1,monomorph,simplex
disorder,2,transparent_multi,dup
disease,2,opaque_multi,dup
illness,2,transparent_multi,dup
health,1,monomorph,simplex
fitness,2,transparent_multi,dup
strength,1,monomorph,simplex
weakness,2,transparent_multi,dup
stamina,1,monomorph,simplex
balance,1,monomorph,simplex
reflex,1,monomorph,simplex
instinct,1,monomorph,simplex
impulse,1,monomorph,simplex
urge,1,monomorph,simplex
mood,1,monomorph,simplex
temper,1,monomorph,simplex
personality,1,monomorph,simplex
character,1,monomorph,simplex
identity,1,monomorph,simplex
self,1,monomorph,simplex
ego,1,monomorph,simplex
conscience,1,monomorph,simplex
willpower,2,transparent_multi,transparent
selfesteem,2,transparent_multi,transparent
mindset,2,transparent_multi,transparent
worldview,2,transparent_multi,transparent
lifestyle,2,transparent_multi,transparent
lifetime,2,transparent_multi,transparent
lifespan,2,transparent_multi,transparent
lifeline,2,transparent_multi,partially opaque
wildlife,2,transparent_multi,transparent
nightlife,2,transparent_multi,transparent
afterlife,2,transparent_multi,transparent
midlife,2,transparent_multi,transparent
nightlife,2,transparent_multi,dup
