word,n_morphemes,class,note
condition,2,transparent_multi,derived or compound alt set
confusion,2,transparent_multi,derived or compound alt set
copperhead,2,transparent_multi,derived or compound alt set
copycat,2,transparent_multi,derived or compound alt set
cornbread,2,transparent_multi,derived or compound alt set
cricket,2,transparent_multi,derived or compound alt set
dashboard,2,transparent_multi,derived or compound alt set
department,2,transparent_multi,derived or compound alt set
dermatologist,2,transparent_multi,derived or compound alt set
destination,2,transparent_multi,derived or compound alt set
dishcloth,2,transparent_multi,derived or compound alt set
dishwasher,2,transparent_multi,derived or compound alt set
document,2,transparent_multi,derived or compound alt set
doghouse,2,transparent_multi,derived or compound alt set
doorbell,2,transparent_multi,derived or compound alt set
doorknob,2,transparent_multi,derived or compound alt set
doorstep,2,transparent_multi,derived or compound alt set
dreamer,2,transparent_multi,derived or compound alt set
driftwood,2,transparent_multi,derived or compound alt set
earthworm,2,transparent_multi,derived or compound alt set
ecology,2,transparent_multi,derived or compound alt set
electrician,2,transparent_multi,derived or compound alt set
electromagnetism,3,transparent_multi,neoclassical
employment,2,transparent_multi,derived or compound alt set
emptiness,2,transparent_multi,derived or compound alt set
enjoyment,2,transparent_multi,derived or compound alt set
epidemiologist,3,transparent_multi,neoclassical
equipment,2,transparent_multi,derived or compound alt set
eraser,2,transparent_multi,verb+er
explanation,2,transparent_multi,derived or compound alt set
explosion,2,transparent_multi,derived or compound alt set
fairness,2,transparent_multi,derived or compound alt set
fencer,2,transparent_multi,derived or compound alt set
fighter,2,transparent_multi,derived or compound alt set
finder,2,transparent_multi,derived or compound alt set
fireplace,2,transparent_multi,derived or compound alt set
firetruck,2,transparent_multi,derived or compound alt set
firewood,2,transparent_multi,derived or compound alt set
fishbowl,2,transparent_multi,derived or compound alt set
flowerbed,2,transparent_multi,derived or compound alt set
flowerpot,2,transparent_multi,derived or compound alt set
folder,2,transparent_multi,verb+er
follower,2,transparent_multi,derived or compound alt set
forgetfulness,3,transparent_multi,derived
fragment,2,transparent_multi,derived or compound alt set
freezer,2,transparent_multi,verb+er
fruitcake,2,transparent_multi,derived or compound alt set
fullness,2,transparent_multi,derived or compound alt set
gardenpath,2,transparent_multi,derived or compound alt set
gastrointestinal,3,transparent_multi,neoclassical
geologist,2,transparent_multi,derived or compound alt set
golfer,2,transparent_multi,derived or compound alt set
goodness,2,transparent_multi,derived or compound alt set
grasshopper,2,transparent_multi,derived or compound alt set
grater,2,transparent_multi,verb+er
gunpowder,2,transparent_multi,derived or compound alt set
hairbrush,2,transparent_multi,derived or compound alt set
hallmark,2,transparent_multi,derived or compound alt set
hallway,2,transparent_multi,derived or compound alt set
hardness,2,transparent_multi,derived or compound alt set
helper,2,transparent_multi,derived or compound alt set
helplessness,2,transparent_multi,derived or compound alt set
historian,2,transparent_multi,derived or compound alt set
honeybee,2,transparent_multi,derived or compound alt set
horsefly,2,transparent_multi,derived or compound alt set
housefly,2,transparent_multi,derived or compound alt set
hummingbird,2,transparent_multi,derived or compound alt set
hydroelectricity,3,transparent_multi,neoclassical
hydrotherapy,2,transparent_multi,derived or compound alt set
ideology,2,transparent_multi,derived or compound alt set
imagination,2,transparent_multi,derived or compound alt set
instrument,2,transparent_multi,derived or compound alt set
invitation,2,transparent_multi,derived or compound alt set
jumper,2,transparent_multi,derived or compound alt set
keeper,2,transparent_multi,derived or compound alt set
killer,2,transparent_multi,derived or compound alt set
kilogram,2,transparent_multi,derived or compound alt set
kilometer,2,transparent_multi,derived or compound alt set
ladybird,2,transparent_multi,derived or compound alt set
lamppost,2,transparent_multi,derived or compound alt set
landmark,2,transparent_multi,derived or compound alt set
learner,2,transparent_multi,derived or compound alt set
librarian,2,transparent_multi,derived or compound alt set
limestone,2,transparent_multi,lime+stone
listener,2,transparent_multi,derived or compound alt set
loneliness,2,transparent_multi,derived or compound alt set
lumberjack,2,transparent_multi,derived or compound alt set
lunchbox,2,transparent_multi,derived or compound alt set
magician,2,transparent_multi,derived or compound alt set
mailbox,2,transparent_multi,derived or compound alt set
maker,2,transparent_multi,derived or compound alt set
marker,2,transparent_multi,verb+er
mathematician,2,transparent_multi,derived or compound alt set
meteorologist,3,transparent_multi,neoclassical
micrometer,2,transparent_multi,derived or compound alt set
midnight,2,transparent_multi,mid+night
milligram,2,transparent_multi,derived or compound alt set
miner,2,transparent_multi,verb+er
mockingbird,2,transparent_multi,derived or compound alt set
monument,2,transparent_multi,derived or compound alt set
moonbeam,2,transparent_multi,derived or compound alt set
morphology,2,transparent_multi,derived or compound alt set
musician,2,transparent_multi,derived or compound alt set
mythology,2,transparent_multi,derived or compound alt set
nailbrush,2,transparent_multi,derived or compound alt set
neurologist,2,transparent_multi,derived or compound alt set
neurotransmitter,3,transparent_multi,neoclassical
nightfall,2,transparent_multi,derived or compound alt set
oatmeal,2,transparent_multi,derived or compound alt set
observation,2,transparent_multi,derived or compound alt set
oceanographer,3,transparent_multi,neoclassical
openness,2,transparent_multi,derived or compound alt set
otolaryngologist,3,transparent_multi,neoclassical
paintbrush,2,transparent_multi,derived or compound alt set
paleontologist,3,transparent_multi,neoclassical
pathology,2,transparent_multi,derived or compound alt set
pavement,2,transparent_multi,derived or compound alt set
peeler,2,transparent_multi,verb+er
phonograph,2,transparent_multi,derived or compound alt set
phonology,2,transparent_multi,derived or compound alt set
photocopy,2,transparent_multi,derived or compound alt set
photograph,2,transparent_multi,derived or compound alt set
photographer,3,transparent_multi,derived
photosynthetic,3,transparent_multi,neoclassical
physicist,2,transparent_multi,derived or compound alt set
physiotherapy,2,transparent_multi,derived or compound alt set
pillowcase,2,transparent_multi,derived or compound alt set
politician,2,transparent_multi,derived or compound alt set
popcorn,2,transparent_multi,derived or compound alt set
population,2,transparent_multi,derived or compound alt set
position,2,transparent_multi,derived or compound alt set
postcard,2,transparent_multi,post+card
potter,2,transparent_multi,verb+er
psychotherapy,2,transparent_multi,derived or compound alt set
quicksand,2,transparent_multi,derived or compound alt set
radiology,2,transparent_multi,derived or compound alt set
railroad,2,transparent_multi,derived or compound alt set
rattlesnake,2,transparent_multi,derived or compound alt set
readiness,2,transparent_multi,derived or compound alt set
redbird,2,transparent_multi,derived or compound alt set
richness,2,transparent_multi,derived or compound alt set
rider,2,transparent_multi,derived or compound alt set
rowboat,2,transparent_multi,derived or compound alt set
ruler,2,transparent_multi,verb+er
runner,2,transparent_multi,derived or compound alt set
sailboat,2,transparent_multi,derived or compound alt set
sandstone,2,transparent_multi,sand+stone
sawmill,2,transparent_multi,derived or compound alt set
scarecrow,2,transparent_multi,derived or compound alt set
schoolbag,2,transparent_multi,derived or compound alt set
scrapbook,2,transparent_multi,derived or compound alt set
seahorse,2,transparent_multi,derived or compound alt set
seaplane,2,transparent_multi,derived or compound alt set
seeker,2,transparent_multi,derived or compound alt set
segment,2,transparent_multi,derived or compound alt set
seismograph,2,transparent_multi,derived or compound alt set
shipment,2,transparent_multi,derived or compound alt set
situation,2,transparent_multi,derived or compound alt set
skater,2,transparent_multi,derived or compound alt set
sketchbook,2,transparent_multi,derived or compound alt set
skier,2,transparent_multi,derived or compound alt set
snowman,2,transparent_multi,derived or compound alt set
snowplow,2,transparent_multi,derived or compound alt set
softness,2,transparent_multi,derived or compound alt set
songbird,2,transparent_multi,derived or compound alt set
spacecraft,2,transparent_multi,derived or compound alt set
spaceship,2,transparent_multi,derived or compound alt set
speaker,2,transparent_multi,derived or compound alt set
spectrograph,2,transparent_multi,derived or compound alt set
stapler,2,transparent_multi,verb+er
starfish,2,transparent_multi,derived or compound alt set
starlight,2,transparent_multi,derived or compound alt set
starship,2,transparent_multi,derived or compound alt set
steamboat,2,transparent_multi,derived or compound alt set
stopwatch,2,transparent_multi,derived or compound alt set
streetlight,2,transparent_multi,derived or compound alt set
suitcase,2,transparent_multi,derived or compound alt set
sunlight,2,transparent_multi,derived or compound alt set
sunrise,2,transparent_multi,derived or compound alt set
sunset,2,transparent_multi,derived or compound alt set
suspicion,2,transparent_multi,derived or compound alt set
sweetness,2,transparent_multi,derived or compound alt set
swimmer,2,transparent_multi,derived or compound alt set
swordfish,2,transparent_multi,derived or compound alt set
tablecloth,2,transparent_multi,derived or compound alt set
tapeworm,2,transparent_multi,derived or compound alt set
technician,2,transparent_multi,derived or compound alt set
technology,2,transparent_multi,derived or compound alt set
teenager,2,transparent_multi,teen+ager
telecommunication,3,transparent_multi,transparent
telegram,2,transparent_multi,derived or compound alt set
telegraph,2,transparent_multi,derived or compound alt set
theology,2,transparent_multi,derived or compound alt set
thickness,2,transparent_multi,derived or compound alt set
thinker,2,transparent_multi,derived or compound alt set
thoughtfulness,2,transparent_multi,derived or compound alt set
toaster,2,transparent_multi,verb+er
toothbrush,2,transparent_multi,derived or compound alt set
toothpaste,2,transparent_multi,derived or compound alt set
trademark,2,transparent_multi,derived or compound alt set
trailhead,2,transparent_multi,derived or compound alt set
trailmix,2,transparent_multi,derived or compound alt set
translation,2,transparent_multi,derived or compound alt set
treefrog,2,transparent_multi,derived or compound alt set
trilogy,2,transparent_multi,derived or compound alt set
tumbleweed,2,transparent_multi,derived or compound alt set
unhappiness,3,transparent_multi,derived
urology,2,transparent_multi,derived or compound alt set
usefulness,2,transparent_multi,derived or compound alt set
viewer,2,transparent_multi,derived or compound alt set
volleyball,2,transparent_multi,derived or compound alt set
washcloth,2,transparent_multi,derived or compound alt set
watcher,2,transparent_multi,derived or compound alt set
watermark,2,transparent_multi,derived or compound alt set
watermill,2,transparent_multi,derived or compound alt set
weaver,2,transparent_multi,verb+er
whiteboard,2,transparent_multi,derived or compound alt set
widower,2,transparent_multi,widow+er
willingness,2,transparent_multi,derived or compound alt set
windmill,2,transparent_multi,derived or compound alt set
woodpecker,2,transparent_multi,derived or compound alt set
wrestler,2,transparent_multi,derived or compound alt set
wristwatch,2,transparent_multi,derived or compound alt set
yearbook,2,transparent_multi,derived or compound alt set
zipper,2,transparent_multi,zip+er
zoology,2,transparent_multi,derived or compound alt set
